,Date,_ADAUSDT_,_BNBUSDT_,_BTCUSDT_,_EOSUSDT_,_ETCUSDT_,_ETHUSDT_,_LINKUSDT_,_LTCUSDT_,_NEOUSDT_,_TRXUSDT_,_XLMUSDT_,_XRPUSDT_,_ZECUSDT_
385,2020-04-09 00:00:00,0.03607,15.0096,7283.54,2.7239,5.8893,169.52,3.313,46.21,8.019,0.01345,0.05198,0.19829,40.71
386,2020-04-10 00:00:00,0.03321,13.72,6858.92,2.4916,5.2478,157.81,3.22,42.25,7.299,0.01248,0.0477,0.18758,36.62
387,2020-04-11 00:00:00,0.03343,13.807,6876.83,2.5083,5.2804,158.33,3.286,42.54,7.306,0.0125,0.04975,0.1885,36.2
388,2020-04-12 00:00:00,0.03347,14.2808,6903.79,2.498,5.3145,158.59,3.414,42.0,7.356,0.01266,0.04895,0.18939,36.38
389,2020-04-13 00:00:00,0.03311,15.0277,6837.91,2.4424,5.1805,156.29,3.365,41.22,7.281,0.01257,0.04816,0.18763,35.75
390,2020-04-14 00:00:00,0.03312,15.6148,6868.7,2.4655,5.2449,158.45,3.249,41.22,7.257,0.01245,0.04805,0.18613,35.51
391,2020-04-15 00:00:00,0.03185,14.5755,6621.24,2.4015,5.1002,152.73,3.119,39.22,6.993,0.01219,0.04607,0.1805,35.08
392,2020-04-16 00:00:00,0.03446,15.7394,7101.94,2.6569,5.4755,172.29,3.486,42.53,7.616,0.01302,0.04913,0.19053,38.74
393,2020-04-17 00:00:00,0.03432,15.64,7027.55,2.6129,5.3707,170.69,3.454,42.19,7.468,0.01289,0.04856,0.18863,40.4
394,2020-04-18 00:00:00,0.03654,16.6137,7248.6,2.7265,5.6573,187.4,3.782,44.14,7.877,0.01339,0.05056,0.19544,42.13
395,2020-04-19 00:00:00,0.03549,16.0683,7120.74,2.598,5.4796,180.03,3.588,42.23,7.614,0.0129,0.0488,0.18901,46.44
396,2020-04-20 00:00:00,0.03391,14.9892,6826.83,2.5077,5.2249,170.2,3.431,40.21,7.205,0.0124,0.04947,0.18151,41.89
397,2020-04-21 00:00:00,0.03454,15.1283,6841.37,2.5211,5.1993,170.74,3.457,40.59,7.227,0.01249,0.05085,0.18341,42.09
398,2020-04-22 00:00:00,0.03664,15.7104,7125.14,2.6224,5.3867,182.7,3.676,41.8,7.534,0.01298,0.05498,0.18804,45.53
399,2020-04-23 00:00:00,0.04088,16.034,7482.39,2.6811,5.6028,185.51,3.761,42.98,7.854,0.01361,0.06208,0.1926,44.46
400,2020-04-24 00:00:00,0.04165,15.9319,7505.0,2.7068,5.5931,187.59,3.78,44.53,8.07,0.01392,0.06116,0.19325,44.08
401,2020-04-25 00:00:00,0.04222,16.2283,7538.67,2.7024,5.75,194.21,3.79,44.38,8.428,0.01396,0.06177,0.19418,44.7
402,2020-04-26 00:00:00,0.04593,16.3588,7693.1,2.7375,6.2159,197.38,3.723,44.52,8.631,0.01426,0.06188,0.19618,44.59
403,2020-04-27 00:00:00,0.04648,16.4229,7774.62,2.743,6.103,196.34,3.636,44.46,8.426,0.01452,0.06719,0.19747,44.46
404,2020-04-28 00:00:00,0.04679,16.34,7738.98,2.7614,6.1423,196.24,3.648,45.69,8.457,0.01528,0.06855,0.21416,44.62
405,2020-04-29 00:00:00,0.05146,17.3667,8778.57,3.0059,6.7433,215.36,3.895,48.81,9.207,0.01624,0.07216,0.22648,47.07
406,2020-04-30 00:00:00,0.04752,16.9542,8620.0,2.822,6.4418,206.08,3.709,46.33,8.897,0.01519,0.06756,0.21135,44.76
407,2020-05-01 00:00:00,0.05091,17.466,8826.96,2.8731,6.647,212.02,3.764,47.07,9.011,0.01581,0.0729,0.21786,45.73
408,2020-05-02 00:00:00,0.0509,17.5333,8972.05,2.9396,7.4719,213.9,3.819,49.2,9.225,0.01635,0.07552,0.22369,46.5
409,2020-05-03 00:00:00,0.04898,17.1071,8894.16,2.8387,7.2077,209.86,3.716,48.05,9.069,0.01599,0.073,0.21936,44.78
410,2020-05-04 00:00:00,0.04942,17.0074,8871.96,2.7687,7.214,206.48,3.753,46.96,9.005,0.01623,0.07332,0.21776,44.02
411,2020-05-05 00:00:00,0.04945,16.8886,9021.83,2.7706,7.1905,205.29,3.685,46.54,9.101,0.0159,0.07208,0.21688,43.84
412,2020-05-06 00:00:00,0.04889,16.3743,9142.92,2.6522,6.8379,198.97,3.595,44.94,9.148,0.01554,0.06962,0.21158,42.3
413,2020-05-07 00:00:00,0.05123,17.0003,9986.4,2.7572,7.09,212.0,3.764,47.37,9.891,0.01603,0.07207,0.21862,44.17
414,2020-05-08 00:00:00,0.05201,17.1371,9800.01,2.7518,7.1445,211.31,3.801,47.69,11.301,0.01627,0.07252,0.21865,46.76
415,2020-05-09 00:00:00,0.05145,16.7751,9539.4,2.7516,7.0544,210.07,4.023,46.95,10.994,0.01609,0.07141,0.21642,45.0
416,2020-05-10 00:00:00,0.04755,15.3506,8722.77,2.4434,6.1909,187.54,3.761,42.06,9.725,0.01426,0.06405,0.19702,40.9
417,2020-05-11 00:00:00,0.04779,15.0811,8561.52,2.3978,6.0165,185.73,3.587,41.51,9.629,0.01398,0.06234,0.19254,39.68
418,2020-05-12 00:00:00,0.05043,15.7892,8810.79,2.441,6.0888,189.76,3.698,42.18,10.001,0.01455,0.07017,0.19711,42.21
419,2020-05-13 00:00:00,0.05147,16.2164,9309.37,2.5245,6.2145,199.58,3.768,43.18,10.285,0.01501,0.06977,0.20177,42.89
420,2020-05-14 00:00:00,0.05098,16.3777,9791.98,2.6228,6.2779,203.29,3.81,43.98,10.186,0.01527,0.06926,0.20386,43.2
421,2020-05-15 00:00:00,0.05026,15.7222,9316.42,2.5855,6.5011,194.86,3.665,42.74,10.033,0.01488,0.06728,0.19818,41.87
422,2020-05-16 00:00:00,0.051,16.058,9381.27,2.6361,6.6938,200.45,3.763,43.25,10.008,0.01497,0.06806,0.19969,42.51
423,2020-05-17 00:00:00,0.05129,16.2959,9680.04,2.6205,6.6575,207.0,3.783,43.71,10.156,0.015,0.06873,0.20131,46.25
424,2020-05-18 00:00:00,0.05434,16.6299,9733.93,2.6653,6.712,214.91,3.891,45.32,10.245,0.01537,0.07027,0.20543,48.07
425,2020-05-19 00:00:00,0.05677,17.2098,9775.53,2.6543,6.6712,214.58,3.947,45.73,10.328,0.01553,0.06979,0.20496,48.97
426,2020-05-20 00:00:00,0.05689,16.8998,9511.43,2.597,6.4513,209.98,4.086,44.25,10.14,0.015,0.07093,0.20179,48.39
427,2020-05-21 00:00:00,0.05207,16.0888,9068.65,2.4621,6.1255,198.74,3.831,42.73,9.537,0.01421,0.06644,0.19434,46.0
428,2020-05-22 00:00:00,0.05576,16.5864,9170.0,2.5948,6.4632,207.36,4.061,44.23,10.388,0.01484,0.06811,0.20034,47.7
429,2020-05-23 00:00:00,0.0549,16.48,9179.15,2.5631,6.5575,206.6,3.929,43.85,10.203,0.01496,0.06713,0.19883,46.91
430,2020-05-24 00:00:00,0.05125,15.9624,8720.34,2.4879,6.5819,199.9,3.79,42.08,9.631,0.01421,0.0639,0.19256,45.0
431,2020-05-25 00:00:00,0.0539,16.3807,8900.35,2.5296,6.8067,204.15,3.865,42.97,9.923,0.01472,0.06624,0.19622,45.94
432,2020-05-26 00:00:00,0.05355,16.2159,8841.18,2.5034,6.708,200.89,3.846,42.27,9.935,0.01458,0.06506,0.19372,44.85
433,2020-05-27 00:00:00,0.05513,16.47,9204.07,2.5715,6.7757,208.29,3.857,43.85,10.009,0.0147,0.06597,0.19791,46.21
434,2020-05-28 00:00:00,0.06502,17.0772,9575.89,2.612,6.8609,220.21,4.044,44.77,10.429,0.01514,0.0691,0.20052,47.73
435,2020-05-29 00:00:00,0.06469,17.0031,9427.07,2.6144,7.2254,220.67,3.981,44.47,10.242,0.015,0.06777,0.19759,46.6
436,2020-05-30 00:00:00,0.07691,17.7277,9697.72,2.7715,7.4928,243.66,4.183,47.72,11.03,0.01638,0.07252,0.20701,54.55
437,2020-05-31 00:00:00,0.0739,17.0916,9448.27,2.6731,6.9388,231.57,4.133,45.61,10.945,0.01582,0.0705,0.20245,51.51
438,2020-06-01 00:00:00,0.08093,17.9477,10200.77,2.8214,7.2045,248.23,4.393,48.25,12.413,0.01707,0.07573,0.211,54.65
439,2020-06-02 00:00:00,0.07872,17.2669,9518.04,2.6756,6.9781,237.71,4.4,45.99,12.135,0.01637,0.07951,0.20301,51.48
440,2020-06-03 00:00:00,0.08558,17.5779,9666.24,2.6958,6.9413,244.52,4.494,47.16,12.393,0.01691,0.08278,0.2041,52.83
441,2020-06-04 00:00:00,0.08882,17.517,9789.06,2.7203,6.9152,243.21,4.434,47.43,12.164,0.01687,0.08204,0.20427,52.24
442,2020-06-05 00:00:00,0.08517,17.6914,9621.16,2.8143,6.8436,240.03,4.363,46.83,11.803,0.01685,0.07888,0.20274,52.57
443,2020-06-06 00:00:00,0.08614,17.5511,9666.3,2.7982,6.862,241.94,4.355,46.79,11.813,0.01704,0.0797,0.20361,52.83
444,2020-06-07 00:00:00,0.08657,17.4135,9746.99,2.8098,6.8326,244.56,4.353,46.63,11.776,0.0182,0.0788,0.20329,52.21
445,2020-06-08 00:00:00,0.08648,17.4489,9782.01,2.7878,6.9004,246.4,4.478,46.43,11.656,0.01794,0.08006,0.20403,52.5
446,2020-06-09 00:00:00,0.08291,17.3733,9772.43,2.7505,6.7826,243.8,4.442,45.87,12.026,0.01754,0.07817,0.20127,51.98
447,2020-06-10 00:00:00,0.0836,17.406,9885.0,2.7568,6.8084,247.78,4.425,46.63,11.935,0.0176,0.07885,0.20266,55.21
448,2020-06-11 00:00:00,0.07527,16.2298,9280.4,2.5146,6.264,230.51,3.962,43.22,10.679,0.01573,0.07107,0.18817,49.64
449,2020-06-12 00:00:00,0.07948,16.6377,9465.13,2.597,6.4048,237.55,4.087,44.72,10.917,0.01644,0.07282,0.19307,51.61
450,2020-06-13 00:00:00,0.07906,16.8101,9473.34,2.6042,6.4923,238.11,4.112,45.08,11.08,0.01668,0.07409,0.19234,52.81
451,2020-06-14 00:00:00,0.07642,16.5729,9342.1,2.5681,6.3165,231.77,3.942,44.05,10.615,0.01616,0.07077,0.19022,51.1
452,2020-06-15 00:00:00,0.07824,16.377,9426.02,2.532,6.2414,230.86,3.929,43.73,10.43,0.01606,0.07098,0.19238,52.2
453,2020-06-16 00:00:00,0.07925,16.4329,9525.59,2.5539,6.2527,235.3,4.048,43.88,10.56,0.01613,0.07136,0.19238,52.97
454,2020-06-17 00:00:00,0.08349,16.3983,9465.14,2.5678,6.2823,233.82,4.163,44.07,10.588,0.01621,0.07187,0.19315,52.91
455,2020-06-18 00:00:00,0.08176,16.1608,9386.32,2.5364,6.2085,231.27,4.136,43.43,10.413,0.01602,0.07058,0.18975,51.95
456,2020-06-19 00:00:00,0.07987,15.9512,9310.23,2.5254,6.3406,229.0,4.096,42.89,10.268,0.01586,0.06959,0.18722,51.41
457,2020-06-20 00:00:00,0.07953,16.059,9358.95,2.5362,6.2619,228.89,4.179,43.57,10.264,0.01597,0.06979,0.18792,51.4
458,2020-06-21 00:00:00,0.07841,15.9775,9294.69,2.514,6.2125,228.04,4.184,43.0,10.298,0.01582,0.0685,0.18602,50.51
459,2020-06-22 00:00:00,0.08355,16.5051,9685.69,2.5862,6.3745,243.13,4.48,44.3,10.8,0.01638,0.07188,0.18928,53.53
460,2020-06-23 00:00:00,0.08276,16.3898,9624.89,2.5714,6.3735,243.14,4.805,44.18,10.941,0.0165,0.07103,0.18889,58.23
461,2020-06-24 00:00:00,0.08254,15.9968,9296.49,2.502,6.2228,234.58,4.71,42.65,10.491,0.01593,0.06894,0.18348,55.2
462,2020-06-25 00:00:00,0.08167,15.906,9249.49,2.4799,6.1534,232.5,4.804,42.35,10.335,0.0159,0.06755,0.18156,55.81
463,2020-06-26 00:00:00,0.08062,15.7694,9162.21,2.481,6.044,229.64,4.68,43.09,10.196,0.01585,0.06695,0.18249,55.7
464,2020-06-27 00:00:00,0.07738,15.1242,9012.0,2.3318,5.589,220.94,4.408,41.06,9.703,0.01544,0.06279,0.17509,52.24
465,2020-06-28 00:00:00,0.08028,15.3782,9116.35,2.3668,5.7511,224.93,4.568,41.37,10.045,0.01577,0.06424,0.17693,51.81
466,2020-06-29 00:00:00,0.08392,15.4656,9192.56,2.38,5.8253,227.93,4.618,41.87,10.213,0.01619,0.06503,0.17726,52.42
467,2020-06-30 00:00:00,0.08299,15.3838,9138.55,2.368,5.7284,225.6,4.564,41.17,10.034,0.01636,0.06692,0.17533,51.44
468,2020-07-01 00:00:00,0.09681,15.8144,9232.0,2.3773,5.7095,230.99,4.705,41.77,10.138,0.01686,0.06837,0.17647,51.86
469,2020-07-02 00:00:00,0.09291,15.3634,9086.54,2.3576,5.6408,226.46,4.796,41.05,9.922,0.01658,0.06761,0.17477,51.18
470,2020-07-03 00:00:00,0.09655,15.2863,9058.26,2.4156,5.6483,224.87,4.731,41.14,9.78,0.01662,0.06698,0.1762,51.11
471,2020-07-04 00:00:00,0.10005,15.5548,9135.46,2.4599,5.6977,229.17,4.817,42.11,9.973,0.01682,0.06798,0.17808,51.43
472,2020-07-05 00:00:00,0.09813,15.4885,9069.41,2.4072,5.6498,227.56,4.749,41.58,10.07,0.01688,0.06717,0.17695,51.16
473,2020-07-06 00:00:00,0.10512,16.311,9344.2,2.6106,6.1047,241.6,5.367,44.06,10.575,0.01802,0.07174,0.18875,55.55
474,2020-07-07 00:00:00,0.11764,16.8048,9257.39,2.5589,6.2192,239.39,5.734,43.39,10.56,0.0172,0.07348,0.18508,55.08
475,2020-07-08 00:00:00,0.12993,17.2819,9436.06,2.6799,6.634,246.95,6.502,45.35,11.08,0.01791,0.08538,0.20551,57.94
476,2020-07-09 00:00:00,0.12403,16.8274,9232.43,2.6504,6.6456,241.98,6.09,44.33,10.768,0.01856,0.09048,0.20263,56.86
477,2020-07-10 00:00:00,0.11846,17.3123,9288.34,2.6221,6.3821,241.26,6.151,44.3,10.499,0.01812,0.089,0.19909,56.07
478,2020-07-11 00:00:00,0.12523,17.6205,9234.03,2.6194,6.5017,239.19,6.109,44.69,10.741,0.01837,0.09411,0.2011,55.84
479,2020-07-12 00:00:00,0.12685,18.2994,9302.75,2.6171,6.4603,242.79,7.328,44.7,10.797,0.01818,0.09532,0.20128,58.65
480,2020-07-13 00:00:00,0.12427,18.4046,9242.62,2.553,6.3015,239.5,7.157,43.92,10.677,0.01756,0.09009,0.19867,61.26
481,2020-07-14 00:00:00,0.13256,18.079,9255.85,2.5592,6.3273,240.44,8.113,43.88,10.83,0.01765,0.09208,0.19909,62.02
482,2020-07-15 00:00:00,0.13069,17.6351,9197.6,2.5365,6.2219,238.61,8.64,43.33,10.989,0.01757,0.09436,0.19721,61.14
483,2020-07-16 00:00:00,0.12602,17.1647,9133.72,2.4999,6.0317,233.57,8.341,42.09,10.694,0.01716,0.10207,0.19444,59.1
484,2020-07-17 00:00:00,0.12224,17.0676,9154.32,2.4949,6.029,232.67,8.264,41.9,10.591,0.01717,0.10397,0.1944,59.5
485,2020-07-18 00:00:00,0.1227,17.1507,9170.28,2.5026,6.0518,235.67,7.968,42.45,10.545,0.01742,0.10077,0.1999,59.06
486,2020-07-19 00:00:00,0.12402,18.0154,9208.99,2.5845,6.1004,239.11,8.082,42.64,10.651,0.01753,0.1001,0.19956,58.38
487,2020-07-20 00:00:00,0.11771,17.4645,9160.78,2.5618,6.0289,236.01,7.241,41.94,10.386,0.01716,0.09428,0.19465,57.05
488,2020-07-21 00:00:00,0.12321,17.7285,9390.0,2.6232,6.1908,245.59,7.306,43.77,11.184,0.01762,0.09653,0.19949,62.45
489,2020-07-22 00:00:00,0.1238,18.09,9518.16,2.6574,6.3569,263.74,7.479,44.96,11.559,0.01794,0.09738,0.20348,64.28
490,2020-07-23 00:00:00,0.12422,18.75,9603.27,2.6526,6.4402,275.3,7.887,44.94,11.432,0.01792,0.09815,0.20851,63.51
491,2020-07-24 00:00:00,0.12197,19.1853,9537.8,2.5949,6.2548,279.15,7.425,44.11,11.101,0.01794,0.09576,0.20392,63.01
492,2020-07-25 00:00:00,0.14362,19.8242,9700.42,2.7289,6.7067,305.26,7.678,49.16,11.608,0.01877,0.10085,0.21463,65.69
493,2020-07-26 00:00:00,0.14849,19.5557,9931.54,2.7121,6.6358,311.0,7.499,48.1,11.62,0.01852,0.09902,0.21532,66.15
494,2020-07-27 00:00:00,0.13859,19.7474,11029.96,2.8472,7.1167,321.93,7.091,53.28,11.619,0.01872,0.09464,0.22437,70.77
495,2020-07-28 00:00:00,0.14904,20.1732,10906.27,2.9941,7.2125,316.77,7.232,55.75,11.738,0.01912,0.09709,0.23029,70.57
496,2020-07-29 00:00:00,0.13972,19.899,11100.53,3.0233,7.2644,317.71,7.083,55.16,11.67,0.01915,0.09498,0.24327,72.13
497,2020-07-30 00:00:00,0.1406,19.97,11099.61,3.047,7.3422,334.87,7.405,56.75,11.774,0.01917,0.09628,0.24408,70.48
498,2020-07-31 00:00:00,0.13878,20.6615,11335.46,3.0932,7.3976,346.33,7.793,58.13,12.245,0.01968,0.0969,0.25939,74.9
499,2020-08-01 00:00:00,0.1441,21.6168,11801.17,3.3038,7.833,387.0,8.32,61.65,13.396,0.02046,0.10758,0.29089,89.37
500,2020-08-02 00:00:00,0.13375,20.9898,11071.35,2.9441,7.1939,372.42,8.276,56.77,12.16,0.01907,0.10251,0.28803,84.31
501,2020-08-03 00:00:00,0.1373,22.0504,11219.81,3.0449,7.1658,385.94,9.234,58.48,12.4,0.01987,0.10516,0.31016,82.3
502,2020-08-04 00:00:00,0.14335,22.2818,11191.97,3.0363,7.139,389.61,9.839,57.61,12.561,0.02039,0.11015,0.30138,84.93
503,2020-08-05 00:00:00,0.14227,23.2728,11744.91,3.0545,7.2239,400.72,9.516,58.88,12.868,0.02031,0.10749,0.30228,97.46
504,2020-08-06 00:00:00,0.14444,22.7487,11762.46,3.089,7.0997,394.77,10.217,59.03,12.951,0.02022,0.10624,0.30311,96.75
505,2020-08-07 00:00:00,0.13888,22.3323,11594.23,3.0104,6.8756,379.34,10.116,57.17,12.856,0.01988,0.10306,0.29437,94.42
506,2020-08-08 00:00:00,0.14696,22.9234,11761.41,3.0649,6.9377,397.03,12.713,58.46,13.123,0.02046,0.10325,0.29527,97.08
507,2020-08-09 00:00:00,0.14512,22.422,11681.68,3.0272,6.8798,390.14,13.805,56.96,12.997,0.02045,0.10505,0.2879,92.01
508,2020-08-10 00:00:00,0.14383,22.6369,11892.92,3.2365,7.0649,395.44,13.493,58.27,14.526,0.02146,0.10625,0.29469,89.01
509,2020-08-11 00:00:00,0.13685,21.2902,11392.08,3.0048,6.743,379.0,13.013,54.1,13.686,0.0201,0.10015,0.2831,80.88
510,2020-08-12 00:00:00,0.1367,21.4919,11564.33,3.0253,6.7535,387.18,16.463,54.52,14.344,0.02019,0.10147,0.28233,83.52
511,2020-08-13 00:00:00,0.13944,21.7667,11780.0,3.1365,6.9236,424.54,17.196,57.14,14.545,0.02238,0.10111,0.2942,87.4
512,2020-08-14 00:00:00,0.13826,23.1047,11760.54,3.2606,6.8833,438.11,16.965,56.78,14.813,0.02471,0.10479,0.29995,85.03
513,2020-08-15 00:00:00,0.13837,23.0881,11852.4,3.7228,7.1732,432.32,19.228,59.85,15.103,0.02526,0.10707,0.29884,85.12
514,2020-08-16 00:00:00,0.13882,23.529,11911.0,3.88,7.2479,433.62,18.848,63.87,15.49,0.02824,0.11517,0.30455,85.3
515,2020-08-17 00:00:00,0.14039,23.4961,12281.13,3.7762,7.3884,430.89,16.812,67.22,16.56,0.03036,0.11383,0.31539,86.74
516,2020-08-18 00:00:00,0.13691,22.9705,11945.01,3.5744,7.2702,421.95,16.202,65.4,16.12,0.02875,0.10807,0.30251,83.14
517,2020-08-19 00:00:00,0.12966,22.3761,11754.59,3.3487,6.798,407.46,16.209,62.12,15.834,0.02648,0.10222,0.28975,76.3
518,2020-08-20 00:00:00,0.13413,23.0888,11853.55,3.4429,6.9696,415.94,16.091,62.8,17.842,0.02746,0.10728,0.29218,78.87
519,2020-08-21 00:00:00,0.12315,22.0988,11531.34,3.2528,6.6324,387.97,13.85,59.2,16.387,0.02425,0.09949,0.27933,73.56
520,2020-08-22 00:00:00,0.12515,22.2044,11662.96,3.362,6.7702,395.24,15.823,60.21,18.936,0.02512,0.10223,0.28592,76.88
521,2020-08-23 00:00:00,0.12141,21.8555,11648.13,3.3212,6.7588,390.71,15.172,60.55,18.17,0.02435,0.10293,0.2848,84.36
522,2020-08-24 00:00:00,0.12361,22.5953,11748.2,3.3854,6.8537,407.68,15.165,62.02,18.074,0.0251,0.10294,0.2884,80.26
523,2020-08-25 00:00:00,0.11239,21.3882,11318.42,3.1206,6.4692,382.93,14.131,58.34,17.023,0.02299,0.09714,0.27625,72.93
524,2020-08-26 00:00:00,0.11435,22.1999,11461.43,3.1179,6.46,385.81,15.228,58.1,17.322,0.02369,0.09804,0.27653,75.0
525,2020-08-27 00:00:00,0.10725,23.1127,11330.38,2.979,6.3544,383.27,14.531,56.1,17.649,0.02307,0.09376,0.26469,72.13
526,2020-08-28 00:00:00,0.10927,23.0811,11526.91,3.1159,6.5278,395.11,15.135,57.38,18.294,0.02392,0.09569,0.27174,76.24
527,2020-08-29 00:00:00,0.11623,22.9398,11465.84,3.126,6.4926,398.65,16.367,56.97,21.141,0.02491,0.09615,0.2738,78.68
528,2020-08-30 00:00:00,0.11747,23.6208,11711.16,3.2614,6.6907,428.94,16.498,62.89,20.662,0.02696,0.09821,0.28302,81.11
529,2020-08-31 00:00:00,0.12253,23.1477,11649.51,3.2081,6.5858,433.79,15.586,60.92,20.443,0.02917,0.09678,0.28115,78.29
530,2020-09-01 00:00:00,0.12445,24.7028,11921.97,3.4724,6.7359,475.4,16.058,62.69,21.517,0.03466,0.09881,0.29521,83.17
531,2020-09-02 00:00:00,0.11489,24.7652,11388.54,3.1016,6.2946,439.5,14.799,58.06,20.33,0.03449,0.09228,0.27595,75.9
532,2020-09-03 00:00:00,0.09446,20.3592,10140.85,2.6133,5.4849,381.4,11.861,47.28,17.725,0.03996,0.07781,0.24409,56.77
533,2020-09-04 00:00:00,0.10156,20.9712,10446.25,2.9948,5.3018,385.26,12.372,50.32,18.904,0.03552,0.08074,0.25385,59.64
534,2020-09-05 00:00:00,0.09,19.4698,10166.69,2.9387,5.023,335.01,10.6,47.83,16.964,0.02988,0.07541,0.23738,55.98
535,2020-09-06 00:00:00,0.0926,23.142,10256.2,2.9024,5.1492,352.8,12.8,47.92,17.156,0.03142,0.07742,0.23986,58.92
536,2020-09-07 00:00:00,0.0936,22.4426,10373.44,2.852,5.0983,353.59,12.462,48.84,18.204,0.03249,0.07867,0.24198,61.86
537,2020-09-08 00:00:00,0.09101,23.2837,10126.65,2.7622,5.0882,337.39,11.737,47.47,17.122,0.03518,0.07745,0.23657,58.69
538,2020-09-09 00:00:00,0.09331,24.4716,10219.2,2.7514,5.0505,350.85,12.343,47.82,17.282,0.03397,0.07832,0.23901,59.92
539,2020-09-10 00:00:00,0.09709,24.5489,10336.87,2.7767,5.1856,367.93,12.506,48.67,18.462,0.03299,0.08117,0.24302,62.07
540,2020-09-11 00:00:00,0.09701,25.399,10387.89,2.7846,5.2164,373.63,12.435,48.96,20.319,0.0335,0.08374,0.24252,63.32
541,2020-09-12 00:00:00,0.09771,28.505,10440.92,2.8052,5.2316,387.78,12.729,50.8,21.725,0.03272,0.08382,0.24752,65.68
542,2020-09-13 00:00:00,0.09507,31.1656,10332.83,2.7249,5.06,366.42,12.064,48.15,20.339,0.03065,0.08001,0.24218,62.54
543,2020-09-14 00:00:00,0.09663,31.2523,10671.77,2.7317,5.1494,377.12,12.137,49.08,22.018,0.03039,0.08021,0.24564,63.28
544,2020-09-15 00:00:00,0.09313,27.1181,10785.31,2.7034,5.1688,364.06,10.921,48.31,20.27,0.02788,0.07778,0.24331,59.4
545,2020-09-16 00:00:00,0.09151,27.8695,10954.01,2.713,5.1179,365.11,10.735,47.76,20.997,0.02639,0.07999,0.24686,58.34
546,2020-09-17 00:00:00,0.09408,27.095,10939.99,2.7375,5.2043,389.36,11.016,48.85,23.833,0.02813,0.08043,0.25214,59.65
547,2020-09-18 00:00:00,0.09093,27.629,10933.39,2.6905,5.1854,384.39,10.094,48.54,25.307,0.02905,0.07825,0.25065,57.9
548,2020-09-19 00:00:00,0.09141,27.2035,11080.65,2.7031,5.2177,385.25,10.124,48.52,24.5,0.02768,0.07857,0.25112,57.97
549,2020-09-20 00:00:00,0.08936,26.316,10920.28,2.6715,5.0895,371.04,9.74,47.09,23.579,0.02694,0.07693,0.24652,57.6
550,2020-09-21 00:00:00,0.07983,23.1232,10417.22,2.5051,4.8161,340.36,8.706,43.16,20.112,0.0249,0.06996,0.23102,51.63
551,2020-09-22 00:00:00,0.08146,24.0468,10529.61,2.5718,4.9453,344.21,8.733,44.47,20.205,0.02499,0.07167,0.23302,53.31
552,2020-09-23 00:00:00,0.07663,22.8331,10241.46,2.4423,4.8357,320.72,7.64,42.96,19.685,0.02486,0.0674,0.22164,51.84
553,2020-09-24 00:00:00,0.08254,24.5745,10736.32,2.5337,4.9688,348.97,9.865,44.92,21.813,0.02625,0.07043,0.23276,55.16
554,2020-09-25 00:00:00,0.09693,24.6924,10686.67,2.5445,4.9772,351.92,10.714,46.02,21.311,0.02714,0.07467,0.24154,54.87
555,2020-09-26 00:00:00,0.09547,26.1998,10728.6,2.5655,5.3621,353.92,10.306,46.03,21.004,0.02718,0.07385,0.24153,56.2
556,2020-09-27 00:00:00,0.1013,26.251,10774.25,2.5897,5.444,357.49,10.788,46.05,21.147,0.02659,0.07335,0.24334,55.55
557,2020-09-28 00:00:00,0.1003,26.9855,10696.12,2.5626,5.411,353.96,10.278,45.23,20.11,0.02625,0.07323,0.24107,56.22
558,2020-09-29 00:00:00,0.1011,28.8946,10840.48,2.5995,5.4137,359.79,10.129,45.69,19.691,0.0263,0.07407,0.24285,61.25
559,2020-09-30 00:00:00,0.10136,29.2656,10776.59,2.5777,5.3972,359.83,9.859,46.24,19.078,0.02621,0.07484,0.24171,64.1
560,2020-10-01 00:00:00,0.09804,27.4673,10619.13,2.5446,5.3287,352.85,9.632,46.25,18.786,0.02581,0.07314,0.23819,64.67
561,2020-10-02 00:00:00,0.09286,27.3369,10570.4,2.4787,5.1802,345.6,9.202,44.88,18.089,0.0259,0.07096,0.23386,63.85
562,2020-10-03 00:00:00,0.09328,28.1867,10542.06,2.4786,5.1341,345.95,9.26,45.51,17.806,0.02719,0.071,0.23273,60.73
563,2020-10-04 00:00:00,0.09686,28.9668,10666.63,2.5176,5.1535,352.37,9.383,46.69,18.125,0.02644,0.0729,0.24794,63.12
564,2020-10-05 00:00:00,0.09738,28.6158,10792.21,2.5257,5.0997,353.62,9.605,46.34,17.664,0.02643,0.07331,0.2503,65.76
565,2020-10-06 00:00:00,0.09289,27.6812,10599.66,2.6959,5.2388,340.75,8.765,45.99,16.569,0.02556,0.07237,0.24545,61.48
566,2020-10-07 00:00:00,0.09374,27.6898,10666.39,2.6436,5.1736,341.58,8.963,46.55,16.764,0.02551,0.07233,0.2487,61.48
567,2020-10-08 00:00:00,0.09632,27.7424,10925.57,2.6066,5.1745,350.95,9.544,47.21,17.019,0.02572,0.07311,0.25141,61.99
568,2020-10-09 00:00:00,0.10129,28.4076,11050.64,2.6406,5.2674,365.02,10.386,47.78,17.39,0.02627,0.07502,0.25293,63.52
569,2020-10-10 00:00:00,0.10493,28.4414,11293.22,2.6415,5.2712,370.52,10.514,48.88,17.534,0.02644,0.0773,0.25402,66.79
570,2020-10-11 00:00:00,0.10648,28.5271,11369.02,2.6576,5.428,374.16,10.834,50.48,17.787,0.02656,0.07713,0.25544,72.46
